X,patient_id,source,target,ligand,receptor,cellchat_prob,cellphonedb_lr.mean,connectome_weight_sc,logfc_logfc_comb,natmi_prod_weight,sca_LRscore
207,A26 (386C),NK_A26,B-naive_A26,LGALS9,MRC1,0.4689,0.556447,0.417675,0.9987,0.416274,0.754294
208,A26 (386C),NK_A26,B-naive_A26,COPA,CD74,0.076567,1.0,0.432354,1.6023,0.396258,0.757141
209,A26 (386C),NK_A26,B-naive_A26,EGF,EGFR,0.233895,0.680577,0.195379,0.4634,0.072822,0.42516
210,A26 (386C),NK_A26,B-naive_A26,IL6,IL6R,0.232037,0.001,0.113744,0.4177,0.061676,0.077883
211,A26 (386C),NK_A26,B-naive_A26,LTB,LTBR,0.72935,0.911489,0.270316,1.5667,0.324962,0.531903
212,A26 (386C),Endo_A26,T-CD8_A26,C3,C3AR1,0.59722,0.910705,0.320344,1.0,0.349377,0.633978
213,A26 (386C),Endo_A26,T-CD8_A26,IGF1,IGF1R,0.373509,0.644552,0.120431,1.0141,0.223204,0.40057
214,A26 (386C),Endo_A26,T-CD8_A26,COPA,CD74,0.432623,0.941159,0.335301,2.3005,0.388316,0.670802
215,A38 (432C),ILC3_A38,NK_A38,CCL5,CCR1,0.394541,1.0,0.05457,1.5322,0.467376,0.952357
216,A38 (432C),ILC3_A38,NK_A38,MDK,LRP1,0.658444,0.881141,0.361748,0.8533,0.238071,0.759119
217,A38 (432C),ILC3_A38,NK_A38,DLL1,NOTCH1,0.210813,0.361337,0.190741,0.8433,0.057066,0.401428
218,A38 (432C),ILC3_A38,NK_A38,APP,CD74,0.715139,1.0,0.23847,1.1313,0.330861,0.545527
219,A38 (432C),T-CD8_A38,Mac_A38,HLA-E,KLRC1,0.618337,0.708755,0.527331,1.1432,0.316395,0.729217
220,A38 (432C),T-CD8_A38,Mac_A38,CCL3,CCR1,0.644267,1.0,0.36428,1.8537,0.291672,0.591659
221,A38 (432C),T-CD8_A38,Mac_A38,C3,C3AR1,0.392967,0.520816,0.325702,1.181,0.172095,0.346185
222,A38 (432C),T-CD8_A38,Mac_A38,AREG,EGFR,0.341883,1.0,0.621628,1.5044,0.537562,0.887985
223,A38 (432C),T-CD8_A38,Mac_A38,FAM3C,HLA-C,0.535491,0.585679,0.428117,1.8055,0.30672,0.616477
224,A38 (432C),T-CD8_A38,Mac_A38,BMP4,BMPR1A,0.424401,0.218333,0.146069,0.436,0.18084,0.712786
225,A38 (432C),T-CD8_A38,Mac_A38,CSF1,CSF1R,0.382977,0.93292,0.363516,1.0826,0.228587,0.763022
226,A38 (432C),T-gamma/delta_A38,B-naive_A38,C3,C3AR1,0.532083,0.479933,0.460131,1.4841,0.403466,0.80212
227,A38 (432C),T-gamma/delta_A38,B-naive_A38,IL6,IL6R,0.310608,0.482362,0.435799,0.4311,0.001,0.602344
228,A38 (432C),T-gamma/delta_A38,B-naive_A38,TGFB1,TGFBR1,0.504713,0.156116,0.3854,0.4415,0.196747,0.459517
229,A38 (432C),T-gamma/delta_A38,B-naive_A38,FGF2,FGFR1,0.448172,0.4129,0.312044,0.3768,0.259385,0.457177
230,A38 (432C),T-gamma/delta_A38,B-naive_A38,CCL5,CCR1,0.412672,0.829261,0.357177,1.2368,0.298591,0.914611
231,A38 (432C),DC_A38,B-naive_A38,SPP1,CD44,0.507001,1.0,0.360026,1.3695,0.446882,0.731169
232,A38 (432C),DC_A38,B-naive_A38,MIF,CD74,0.439592,0.936862,0.290788,1.5866,0.147289,0.534869
233,A38 (432C),DC_A38,B-naive_A38,LTB,LTBR,0.372637,0.539763,0.427374,1.4305,0.119363,1.0
234,A38 (432C),DC_A38,B-naive_A38,HGF,MET,0.14624,0.335229,0.310492,1.1278,0.151663,0.383294
235,A38 (432C),DC_A38,B-naive_A38,RPS19,C5AR1,0.750148,0.875701,0.438314,0.8434,0.45044,0.990517
236,A38 (432C),DC_A38,B-naive_A38,IGF1,IGF1R,0.501688,0.865376,0.159954,1.0632,0.031958,0.09295
237,A38 (432C),B-mem_A38,Endo_A38,TNF,TNFRSF1A,0.252865,0.427194,0.18175,0.8682,0.100767,0.435874
238,A38 (432C),B-mem_A38,Endo_A38,JAG1,NOTCH2,0.524717,0.118817,0.098718,0.3087,0.160775,0.640628
239,A38 (432C),B-mem_A38,Endo_A38,EFNA1,EPHA2,0.474135,0.362601,0.21548,0.8286,0.054031,0.379871
240,A38 (432C),B-mem_A38,Endo_A38,DLL1,NOTCH1,0.233373,0.001,0.047382,1.2078,0.18139,0.610449
241,A38 (432C),B-mem_A38,Endo_A38,TGFB1,TGFBR1,0.250143,0.265129,0.09347,0.8509,0.117319,0.420236
242,A38 (432C),B-mem_A38,Endo_A38,SPP1,CD44,0.313753,0.77607,0.160618,1.4379,0.302865,0.340302
243,A38 (432C),B-mem_A38,Endo_A38,C3,C3AR1,0.32888,0.742435,0.526896,1.2946,0.1458,1.0
244,A38 (432C),Mast_A38,DC_A38,CDH1,ITGB1,0.320049,0.595858,0.129991,0.5981,0.257842,0.321524
245,A38 (432C),Mast_A38,DC_A38,TNF,TNFRSF1A,0.255194,0.585306,0.180756,0.3646,0.039489,0.72899
246,A38 (432C),Mast_A38,DC_A38,TGFB1,TGFBR1,0.313744,0.228246,0.339981,1.1166,0.001,0.734134
247,A38 (432C),Mast_A38,DC_A38,LGALS9,MRC1,0.675384,0.214768,0.423448,0.988,0.28793,0.957707
248,A38 (432C),Mast_A38,DC_A38,AREG,EGFR,0.427729,1.0,0.384453,1.7565,0.361893,0.887552
249,A38 (432C),Mast_A38,DC_A38,MDK,LRP1,0.731334,0.622359,0.497958,1.7201,0.261296,0.57266
250,A38 (432C),B-mem_A38,Stromal-Intestine_A38,GRN,SORT1,0.296592,0.845217,0.591436,2.0858,0.383072,0.633776
251,A38 (432C),B-mem_A38,Stromal-Intestine_A38,CDH1,ITGB1,0.102786,0.001,0.038015,0.7882,0.178056,0.185525
252,A38 (432C),B-mem_A38,Stromal-Intestine_A38,HLA-E,KLRC1,0.508439,0.865158,0.410474,0.7226,0.343264,0.97562
253,A38 (432C),B-mem_A38,Stromal-Intestine_A38,LTB,LTBR,0.54438,0.724319,0.499943,1.1029,0.446929,0.252649
254,A38 (432C),B-mem_A38,Stromal-Intestine_A38,LILRB4,LAIR1,0.79792,0.88764,0.408206,1.0504,0.323729,0.24425
255,A38 (432C),B-mem_A38,Stromal-Intestine_A38,CSF1,CSF1R,0.509826,0.846975,0.341179,1.8186,0.406361,0.57149
256,A38 (432C),B-mem_A38,Stromal-Intestine_A38,TGFB1,TGFBR1,0.073977,0.521284,0.001,0.5723,0.253783,0.526923
257,A38 (432C),Endo_A38,Plasma_A38,CD99,PILRA,0.377522,0.460457,0.498391,1.3321,0.283184,0.937702
258,A38 (432C),Endo_A38,Plasma_A38,CCL3,CCR1,0.592054,1.0,0.311241,0.9878,0.244891,0.728237
259,A38 (432C),Endo_A38,Plasma_A38,TNF,TNFRSF1A,0.225457,0.485322,0.345816,0.6477,0.185769,0.340812
260,A38 (432C),Endo_A38,Plasma_A38,CSF1,CSF1R,0.398549,0.961704,0.378562,1.6557,0.211683,0.520804
261,A38 (432C),Endo_A38,Plasma_A38,WNT5A,FZD1,0.26973,0.655384,0.225313,1.2916,0.117395,0.375453
262,A38 (432C),T-CD4_A38,DC_A38,AREG,EGFR,0.68498,0.704518,0.044491,1.6348,0.215934,0.871935
263,A38 (432C),T-CD4_A38,DC_A38,CCL3,CCR1,0.735487,0.560837,0.461971,0.592,0.336244,0.348778
264,A38 (432C),T-CD4_A38,DC_A38,SPP1,CD44,0.302455,0.530872,0.244803,1.2218,0.18078,0.99081
265,A38 (432C),T-CD4_A38,DC_A38,VEGFA,KDR,0.494622,0.724377,0.276096,0.546,0.116622,0.32262
266,A38 (432C),T-CD4_A38,DC_A38,CDH1,ITGB1,0.378869,0.206141,0.129147,0.1245,0.001,0.380031
267,A38 (432C),T-CD4_A38,DC_A38,EFNA1,EPHA2,0.232195,0.448412,0.294007,1.0056,0.057251,0.249998
268,A38 (432C),T-CD4_A38,DC_A38,WNT5A,FZD1,0.219942,0.230178,0.301102,0.7418,0.245098,0.352657
269,A38 (432C),B-naive_A38,Plasma_A38,COPA,CD74,0.462571,0.482979,0.626341,1.6134,0.437602,0.630334
270,A38 (432C),B-naive_A38,Plasma_A38,HGF,MET,0.258177,0.573234,0.323324,1.1308,0.141572,0.001
271,A38 (432C),B-naive_A38,Plasma_A38,TGFB1,TGFBR1,0.05729,0.793707,0.001,0.9836,0.145627,0.406931
272,A38 (432C),Stromal-Intestine_A38,DC_A38,CCL5,CCR1,0.809956,1.0,0.492433,0.7212,0.435497,0.61995
273,A38 (432C),Stromal-Intestine_A38,DC_A38,TGFB1,TGFBR1,0.24959,0.162289,0.147078,0.8988,0.118705,0.378437
274,A38 (432C),Stromal-Intestine_A38,DC_A38,CCL3,CCR1,0.635366,1.0,0.392984,1.1981,0.251119,0.416523
275,A38 (432C),Stromal-Intestine_A38,DC_A38,CXCL12,CXCR4,0.809636,0.575549,0.392625,1.449,0.234647,0.528937
276,A38 (432C),Stromal-Intestine_A38,DC_A38,TNFSF13B,HLA-DPB1,0.376817,0.332535,0.391194,1.4203,0.20947,0.74323
277,A38 (432C),Stromal-Intestine_A38,DC_A38,CD99,PILRA,0.52715,0.347672,0.632442,2.2786,0.347134,1.0
278,A38 (432C),Stromal-Intestine_A38,DC_A38,LGALS9,MRC1,0.345193,0.628983,0.421283,0.5686,0.341802,1.0
279,A38 (432C),Mono_A38,B-naive_A38,GRN,SORT1,0.760432,0.40234,0.300984,0.9996,0.057297,0.664736
280,A38 (432C),Mono_A38,B-naive_A38,PDGFB,PDGFRB,0.488867,0.286171,0.233453,0.3584,0.125827,0.407062
281,A38 (432C),Mono_A38,B-naive_A38,AREG,EGFR,0.340634,1.0,0.159749,1.4289,0.275852,0.947829
282,A38 (432C),Mono_A38,B-naive_A38,TNFSF13B,HLA-DPB1,0.634277,0.25896,0.099312,0.8995,0.274777,0.612199
283,A38 (432C),Mono_A38,B-naive_A38,APP,CD74,0.524537,0.948399,0.226081,0.5798,0.350246,0.577804
284,A38 (432C),Mono_A38,B-naive_A38,DLL1,NOTCH1,0.264494,0.259543,0.189215,1.2946,0.012673,0.104894
285,A38 (432C),Mono_A38,B-naive_A38,SPP1,CD44,0.61624,1.0,0.365322,0.7949,0.124888,0.702108
286,A38 (432C),Endo_A38,ILC3_A38,AREG,EGFR,0.515072,0.361188,0.548981,0.9841,0.296209,0.45738
287,A38 (432C),Endo_A38,ILC3_A38,MIF,CD74,0.528852,0.999744,0.362269,1.7386,0.273964,0.511857
288,A38 (432C),Endo_A38,ILC3_A38,LILRB4,LAIR1,0.322544,1.0,0.178673,1.4528,0.295794,0.31638
289,A38 (432C),Endo_A38,ILC3_A38,CD99,PILRA,0.476827,0.932332,0.375862,1.4129,0.43303,0.402068
290,A38 (432C),Endo_A38,ILC3_A38,CCL3,CCR1,0.709446,0.81229,0.2246,0.9785,0.306485,0.776887
291,A38 (432C),T-CD4_A38,Mast_A38,EGF,EGFR,0.267183,0.883685,0.378136,0.5803,0.114409,0.357169
292,A38 (432C),T-CD4_A38,Mast_A38,MDK,LRP1,0.545473,0.633787,0.364239,0.845,0.43334,0.525322
293,A38 (432C),T-CD4_A38,Mast_A38,DLL1,NOTCH1,0.247193,0.352353,0.437172,0.8634,0.314822,0.249695
294,A38 (432C),T-CD4_A38,Mast_A38,TNF,TNFRSF1A,0.293917,0.163243,0.257823,0.4575,0.171397,0.323871
295,A38 (432C),B-naive_A38,T-gamma/delta_A38,WNT5A,FZD1,0.469829,0.433152,0.356931,0.7365,0.132355,0.894235
296,A38 (432C),B-naive_A38,T-gamma/delta_A38,VEGFA,KDR,0.553157,0.469227,0.110137,0.0564,0.215136,0.298898
297,A38 (432C),B-naive_A38,T-gamma/delta_A38,HLA-E,KLRC1,0.59005,0.86076,0.442353,1.7569,0.356422,0.505311
298,A38 (432C),B-naive_A38,T-gamma/delta_A38,BMP4,BMPR1A,0.164418,0.565782,0.081381,0.9873,0.246419,0.341223
299,A38 (432C),B-naive_A38,T-gamma/delta_A38,TNF,TNFRSF1A,0.162787,0.001,0.075124,0.0496,0.177667,0.261542
300,A38 (432C),B-naive_A38,T-gamma/delta_A38,MDK,LRP1,0.381901,0.998151,0.405519,1.319,0.380812,0.85729
301,A38 (432C),B-naive_A38,T-gamma/delta_A38,MIF,CD74,0.279576,0.95667,0.172928,0.9822,0.426215,0.788244
302,A38 (432C),DC_A38,B-mem_A38,GRN,SORT1,0.474977,1.0,0.35102,1.0027,0.183812,0.571738
303,A38 (432C),DC_A38,B-mem_A38,LILRB4,LAIR1,0.645571,1.0,0.471369,1.3268,0.439375,0.94183
304,A38 (432C),DC_A38,B-mem_A38,BMP4,BMPR1A,0.428614,0.001,0.162891,1.1909,0.001,0.191635
305,A38 (432C),DC_A38,T-CD8_A38,TNF,TNFRSF1A,0.43174,0.508717,0.267907,0.3902,0.204654,0.001
306,A38 (432C),DC_A38,T-CD8_A38,EGF,EGFR,0.07404,0.680431,0.304235,0.7592,0.291023,0.339182
307,A38 (432C),DC_A38,T-CD8_A38,CCL5,CCR1,0.29974,1.0,0.225274,1.5506,0.30247,0.578329
308,A38 (432C),DC_A38,T-CD8_A38,FAM3C,HLA-C,0.322822,0.476731,0.378594,1.1389,0.414285,0.910012
309,A38 (432C),DC_A38,T-CD8_A38,LGALS9,MRC1,0.355989,0.474226,0.366827,1.4735,0.410809,0.655604
310,A38 (432C),DC_A38,T-CD8_A38,VEGFA,KDR,0.20423,0.572812,0.262025,0.8906,0.054307,0.430375
311,A38 (432C),DC_A38,T-CD8_A38,CXCL12,CXCR4,0.491011,0.811501,0.357778,1.4404,0.252714,0.547653
312,A38 (432C),Mac_A38,Mono_A38,MIF,CD74,0.489765,0.463849,0.479394,1.2864,0.17427,0.609789
313,A38 (432C),Mac_A38,Mono_A38,SPP1,CD44,0.577521,0.953098,0.382222,1.5232,0.364945,0.789465
314,A38 (432C),Mac_A38,Mono_A38,PDGFB,PDGFRB,0.199402,0.835627,0.024653,1.4362,0.153721,0.119844
315,A38 (432C),Mac_A38,Mono_A38,EGF,EGFR,0.156652,0.234889,0.219216,0.7351,0.0228,0.584004
316,A38 (432C),Mac_A38,Mono_A38,DLL1,NOTCH1,0.06244,0.760975,0.09152,0.8557,0.239684,0.090217
317,A38 (432C),Mac_A38,Mono_A38,COPA,CD74,0.414855,0.66188,0.242554,0.9275,0.263001,0.666449
318,A38 (432C),T-CD4_A38,B-naive_A38,IL6,IL6R,0.230166,0.850983,0.025938,1.3958,0.281576,1.0
319,A38 (432C),T-CD4_A38,B-naive_A38,SPP1,CD44,0.629218,1.0,0.580665,1.4085,0.389241,0.601889
320,A38 (432C),T-CD4_A38,B-naive_A38,DLL1,NOTCH1,0.363523,0.001,0.421203,1.0267,0.216754,0.062869
321,A38 (432C),T-CD4_A38,B-naive_A38,MDK,LRP1,0.601718,0.942916,0.38883,1.5314,0.238846,0.740364
322,A38 (432C),T-CD4_A38,B-naive_A38,CSF1,CSF1R,0.327793,0.886167,0.261003,1.0557,0.503986,0.463322
323,A38 (432C),T-CD4_A38,B-naive_A38,CD99,PILRA,0.484235,0.813603,0.572973,1.1774,0.376211,0.401834
324,A38 (432C),B-naive_A38,DC_A38,LTB,LTBR,0.623667,1.0,0.230737,1.0773,0.167312,0.23409
325,A38 (432C),B-naive_A38,DC_A38,MDK,LRP1,0.38876,1.0,0.433005,1.4126,0.35401,0.976399
326,A38 (432C),B-naive_A38,DC_A38,TGFB1,TGFBR1,0.066189,0.284082,0.231028,1.0808,0.028178,0.4194
327,A38 (432C),Plasma_A38,Epi-Intestine_A38,C3,C3AR1,0.5758,0.729288,0.484977,0.7353,0.271899,0.799449
328,A38 (432C),Plasma_A38,Epi-Intestine_A38,TGFB1,TGFBR1,0.318892,0.12363,0.178501,0.8478,0.155786,0.133882
329,A38 (432C),Plasma_A38,Epi-Intestine_A38,APP,CD74,0.561374,0.810966,0.383743,1.2171,0.29843,0.73026
330,A38 (432C),Plasma_A38,Epi-Intestine_A38,BMP4,BMPR1A,0.386979,0.001,0.201366,0.219,0.090066,0.292543
331,A38 (432C),Plasma_A38,Epi-Intestine_A38,HLA-E,KLRC1,0.370526,0.904246,0.44,0.7613,0.38195,0.91963
332,A38 (432C),Plasma_A38,Epi-Intestine_A38,CDH1,ITGB1,0.085632,0.669386,0.307319,0.407,0.166466,0.358091
333,A38 (432C),Plasma_A38,Epi-Intestine_A38,LILRB4,LAIR1,0.546581,0.977011,0.328705,0.6167,0.166484,0.482528
334,A38 (432C),T-CD4_A38,Mac_A38,CXCL12,CXCR4,0.436877,0.525346,0.491686,1.2263,0.248613,0.778601
335,A38 (432C),T-CD4_A38,Mac_A38,VEGFA,KDR,0.385253,0.573158,0.138721,0.7644,0.092055,0.031438
336,A38 (432C),T-CD4_A38,Mac_A38,IL6,IL6R,0.454764,0.256717,0.161101,0.394,0.178578,0.449492
337,A38 (432C),T-CD4_A38,Mac_A38,CD99,PILRA,0.462068,0.878631,0.266442,1.6475,0.231494,0.555
338,A38 (432C),T-CD4_A38,Mac_A38,GRN,SORT1,0.334405,0.805968,0.632259,0.8505,0.353028,0.757063
339,A38 (432C),T-CD4_A38,Mac_A38,HLA-E,KLRC1,0.496675,0.936147,0.481125,0.8343,0.488489,0.281561
340,A38 (432C),T-CD4_A38,Mac_A38,CCL5,CCR1,0.421627,0.795905,0.275084,1.6423,0.266315,0.481722
341,A38 (432C),Mac_A38,ILC3_A38,PDGFB,PDGFRB,0.529052,0.501511,0.184853,1.0095,0.115995,0.321583
342,A38 (432C),Mac_A38,ILC3_A38,IGF1,IGF1R,0.041735,0.529116,0.225138,0.1972,0.212306,0.414303
343,A38 (432C),Mac_A38,ILC3_A38,DLL1,NOTCH1,0.323884,0.001,0.060464,1.2522,0.328917,0.432368
344,A38 (432C),Mac_A38,ILC3_A38,CSF1,CSF1R,0.084994,0.562664,0.570744,1.7519,0.325711,0.481861
345,A38 (432C),Mac_A38,ILC3_A38,COPA,CD74,0.683952,0.77882,0.261668,1.9,0.028485,0.888815
346,A38 (432C),Mac_A38,ILC3_A38,SPP1,CD44,0.537689,0.598522,0.449478,0.8056,0.231913,0.904121
347,A38 (432C),Endo_A38,NK_A38,CSF1,CSF1R,0.352717,0.648646,0.330213,1.1611,0.407488,0.628105
348,A38 (432C),Endo_A38,NK_A38,CCL5,CCR1,0.187827,0.507767,0.133453,1.2223,0.346495,0.550963
349,A38 (432C),Endo_A38,NK_A38,LILRB4,LAIR1,0.520091,0.522526,0.480083,1.4173,0.238331,0.391827
350,A38 (432C),Endo_A38,NK_A38,JAG1,NOTCH2,0.336694,0.524093,0.170389,0.9713,0.230385,0.183781
351,A38 (432C),Endo_A38,NK_A38,FGF2,FGFR1,0.413026,0.695573,0.129175,0.4209,0.333266,0.512576
352,A38 (432C),Endo_A38,NK_A38,APP,CD74,0.538031,0.527918,0.38977,0.6838,0.403998,0.496539
353,A38 (432C),Mono_A38,Endo_A38,IL6,IL6R,0.184973,0.001,0.244207,0.3137,0.35793,0.27574
354,A38 (432C),Mono_A38,Endo_A38,MIF,CD74,0.387616,0.787329,0.358347,1.7924,0.458379,0.936203
355,A38 (432C),Mono_A38,Endo_A38,FAM3C,HLA-C,0.595772,0.265438,0.392831,1.1777,0.191384,0.378778
356,A38 (432C),Mono_A38,Endo_A38,WNT5A,FZD1,0.623598,0.478788,0.282419,1.0699,0.280527,0.339167
357,A38 (432C),Mono_A38,Endo_A38,CDH1,ITGB1,0.608608,0.405179,0.285091,0.4712,0.319122,0.059659
358,A38 (432C),Mono_A38,Endo_A38,TNF,TNFRSF1A,0.398123,0.550814,0.364099,0.9926,0.155651,0.297497
359,A38 (432C),Endo_A38,DC_A38,GRN,SORT1,0.533766,0.878064,0.269172,1.0311,0.313026,0.65861
360,A38 (432C),Endo_A38,DC_A38,HGF,MET,0.237821,0.52546,0.328024,0.2265,0.103596,0.370141
361,A38 (432C),Endo_A38,DC_A38,FAM3C,HLA-C,0.749958,1.0,0.481556,1.5313,0.295083,0.837122
362,A38 (432C),Endo_A38,DC_A38,LTB,LTBR,0.638488,0.3105,0.276365,0.8328,0.442014,0.757285
363,A38 (432C),Endo_A38,DC_A38,MIF,CD74,0.45091,0.68435,0.340673,1.5228,0.322556,0.200635
364,A38 (432C),NK_A38,B-mem_A38,IGF1,IGF1R,0.15511,0.288685,0.311516,0.6204,0.226402,0.473998
365,A38 (432C),NK_A38,B-mem_A38,LILRB4,LAIR1,0.68439,0.940292,0.257215,0.9784,0.352723,0.348764
366,A38 (432C),NK_A38,B-mem_A38,FAM3C,HLA-C,0.64686,0.480731,0.343789,1.7579,0.159303,0.630148
367,A38 (432C),NK_A38,B-mem_A38,LTB,LTBR,0.505816,0.860346,0.629169,0.7046,0.276113,0.653142
368,A38 (432C),NK_A38,B-mem_A38,RPS19,C5AR1,0.318617,0.78088,0.064264,1.105,0.557316,0.611618
369,A38 (432C),NK_A38,B-mem_A38,EGF,EGFR,0.481197,0.786125,0.105957,0.5411,0.105629,0.04043
370,A38 (432C),NK_A38,B-mem_A38,HLA-E,KLRC1,0.766843,0.658941,0.434628,1.3157,0.322819,0.706853
371,A38 (432C),Endo_A38,Mast_A38,FGF2,FGFR1,0.157765,0.206922,0.049061,1.0153,0.282758,0.472799
372,A38 (432C),Endo_A38,Mast_A38,JAG1,NOTCH2,0.189815,0.285718,0.157215,1.1452,0.227663,0.697782
373,A38 (432C),Endo_A38,Mast_A38,SPP1,CD44,0.374563,0.723591,0.238718,0.7331,0.309474,0.582859
374,A38 (432C),Mac_A38,B-naive_A38,MDK,LRP1,0.674041,1.0,0.557216,1.5008,0.291057,0.545866
375,A38 (432C),Mac_A38,B-naive_A38,HLA-E,KLRC1,0.601237,0.790797,0.530201,1.3334,0.256102,0.848162
376,A38 (432C),Mac_A38,B-naive_A38,CDH1,ITGB1,0.331128,0.246076,0.071562,1.18,0.288786,0.117982
377,A38 (432C),Mac_A38,B-naive_A38,FAM3C,HLA-C,0.757271,1.0,0.325292,1.6647,0.247761,0.626672
378,A38 (432C),Mac_A38,B-naive_A38,WNT5A,FZD1,0.488228,0.365146,0.066548,0.7116,0.361173,0.485214
379,A38 (432C),Mac_A38,B-naive_A38,LILRB4,LAIR1,0.563778,0.906771,0.427154,0.4612,0.302281,0.562029
380,A38 (432C),T-gamma/delta_A38,Epi-Intestine_A38,MIF,CD74,0.456556,0.875636,0.605063,0.969,0.11562,0.505554
381,A38 (432C),T-gamma/delta_A38,Epi-Intestine_A38,COPA,CD74,0.510832,0.519766,0.335714,1.6735,0.310235,0.493658
382,A38 (432C),T-gamma/delta_A38,Epi-Intestine_A38,CDH1,ITGB1,0.407882,0.533515,0.001,0.6889,0.252581,0.676242
383,A38 (432C),T-gamma/delta_A38,Epi-Intestine_A38,MDK,LRP1,0.889805,0.707695,0.511843,1.4878,0.286082,1.0
384,A38 (432C),T-gamma/delta_A38,Epi-Intestine_A38,APP,CD74,0.431128,1.0,0.470216,1.3134,0.246629,0.583562
385,A38 (432C),T-gamma/delta_A38,Epi-Intestine_A38,DLL1,NOTCH1,0.159872,0.225449,0.092649,0.4459,0.184338,0.219439
386,A38 (432C),T-gamma/delta_A38,Epi-Intestine_A38,CXCL12,CXCR4,0.725578,0.53252,0.390416,1.3452,0.263492,0.728029
387,A38 (432C),ILC3_A38,Plasma_A38,MIF,CD74,0.639061,1.0,0.122116,1.7922,0.379601,0.630983
388,A38 (432C),ILC3_A38,Plasma_A38,TNF,TNFRSF1A,0.271626,0.493599,0.236937,1.4678,0.001,0.570866
389,A38 (432C),ILC3_A38,Plasma_A38,EGF,EGFR,0.039423,0.527101,0.08555,0.4693,0.109825,0.19793
390,A38 (432C),ILC3_A38,Plasma_A38,AREG,EGFR,0.474927,0.731061,0.356794,1.1195,0.274493,1.0
391,A38 (432C),ILC3_A38,Plasma_A38,LTB,LTBR,0.65398,0.668059,0.442488,0.9906,0.255243,0.692673
392,A38 (432C),Mono_A38,B-mem_A38,CCL5,CCR1,0.396247,0.847637,0.472037,1.5592,0.338975,0.432457
393,A38 (432C),Mono_A38,B-mem_A38,LTB,LTBR,0.234284,0.891648,0.573644,1.6908,0.272818,0.944432
394,A38 (432C),Mono_A38,B-mem_A38,C3,C3AR1,0.436849,0.67485,0.432206,1.1223,0.261484,0.139872
395,A38 (432C),Mono_A38,B-mem_A38,CSF1,CSF1R,0.482222,0.828055,0.322859,2.0063,0.438477,1.0
396,A38 (432C),Mono_A38,T-CD8_A38,MDK,LRP1,0.534854,0.809846,0.555219,0.3038,0.451921,0.92276
397,A38 (432C),Mono_A38,T-CD8_A38,LTB,LTBR,0.372989,1.0,0.292565,0.883,0.31486,1.0
398,A38 (432C),Mono_A38,T-CD8_A38,WNT5A,FZD1,0.33425,0.432463,0.316281,0.451,0.324751,0.664124
399,A38 (432C),Mono_A38,T-CD8_A38,EFNA1,EPHA2,0.344382,0.222933,0.338642,0.8179,0.239366,0.577313
400,A38 (432C),Mono_A38,T-CD8_A38,FGF2,FGFR1,0.345465,0.194366,0.388839,0.8117,0.207416,0.473019
401,A38 (432C),Mono_A38,T-CD8_A38,BMP4,BMPR1A,0.32676,0.606987,0.233695,0.629,0.119982,0.247735
402,A38 (432C),DC_A38,Plasma_A38,DLL1,NOTCH1,0.264841,0.553467,0.287878,1.4898,0.035694,0.30441
403,A38 (432C),DC_A38,Plasma_A38,PDGFB,PDGFRB,0.365953,0.001,0.418961,0.6536,0.0956,0.544151
404,A38 (432C),DC_A38,Plasma_A38,BMP4,BMPR1A,0.001,0.47306,0.09102,0.694,0.212406,0.508506
405,A38 (432C),DC_A38,Plasma_A38,HLA-E,KLRC1,0.581699,1.0,0.397437,1.1632,0.447612,0.636939
406,A38 (432C),DC_A38,Plasma_A38,FAM3C,HLA-C,0.582732,0.001,0.444389,1.2701,0.28151,0.518731
407,A38 (432C),Stromal-Intestine_A38,ILC3_A38,GRN,SORT1,0.945554,0.474167,0.430661,1.5608,0.257164,0.947957
408,A38 (432C),Stromal-Intestine_A38,ILC3_A38,EGF,EGFR,0.153234,0.679402,0.17779,0.3434,0.124561,0.304336
409,A38 (432C),Stromal-Intestine_A38,ILC3_A38,TGFB1,TGFBR1,0.550668,0.268294,0.327948,-0.2857,0.115027,0.317491
410,A38 (432C),Plasma_A38,T-CD4_A38,FAM3C,HLA-C,0.495837,0.750094,0.283287,1.3495,0.188409,0.411784
411,A38 (432C),Plasma_A38,T-CD4_A38,HLA-E,KLRC1,0.469383,0.911541,0.468147,0.538,0.377626,0.691333
412,A38 (432C),Plasma_A38,T-CD4_A38,GRN,SORT1,0.496718,0.647382,0.502485,1.6139,0.299357,0.708254
413,A38 (432C),NK_A38,ILC3_A38,LTB,LTBR,0.502212,0.513727,0.301104,0.9452,0.260698,0.935863
414,A38 (432C),NK_A38,ILC3_A38,TNF,TNFRSF1A,0.001,0.220746,0.12483,0.4538,0.082096,0.033406
415,A38 (432C),NK_A38,ILC3_A38,AREG,EGFR,0.343756,1.0,0.369276,1.5405,0.480598,0.653516
416,A38 (432C),NK_A38,ILC3_A38,IL6,IL6R,0.017534,0.204557,0.230276,0.1865,0.211228,0.509354
417,A38 (432C),NK_A38,ILC3_A38,RPS19,C5AR1,0.59448,0.459476,0.354037,1.1557,0.235335,0.654299
418,A38 (432C),NK_A38,ILC3_A38,FAM3C,HLA-C,0.642221,0.888358,0.31781,1.8154,0.505718,0.564618
419,A38 (432C),ILC3_A38,B-mem_A38,IGF1,IGF1R,0.231297,0.202396,0.254162,0.0786,0.277515,0.413989
